SourceTable	SourceName	Schema	NewTable	NewName
T_Event_Log	Event_ID	mc	t_event_log	event_id
T_Event_Log	Target_Type	mc	t_event_log	target_type
T_Event_Log	Target_ID	mc	t_event_log	target_id
T_Event_Log	Target_State	mc	t_event_log	target_state
T_Event_Log	Prev_Target_State	mc	t_event_log	prev_target_state
T_Event_Log	Entered	mc	t_event_log	entered
T_Event_Log	Entered_By	mc	t_event_log	entered_by
T_Event_Target	ID	mc	t_event_target	id
T_Event_Target	Name	mc	t_event_target	name
T_Event_Target	Target_Table	mc	t_event_target	target_table
T_Event_Target	Target_ID_Column	mc	t_event_target	target_id_column
T_Event_Target	Target_State_Column	mc	t_event_target	target_state_column
T_Log_Entries	Entry_ID	mc	t_log_entries	entry_id
T_Log_Entries	posted_by	mc	t_log_entries	posted_by
T_Log_Entries	posting_time	mc	t_log_entries	posting_time
T_Log_Entries	type	mc	t_log_entries	type
T_Log_Entries	message	mc	t_log_entries	message
T_Log_Entries	Entered_By	mc	t_log_entries	entered_by
T_Mgrs	m_id	mc	t_mgrs	m_id
T_Mgrs	m_name	mc	t_mgrs	m_name
T_Mgrs	mgr_type_id	mc	t_mgrs	mgr_type_id
T_Mgrs	param_value_changed	mc	t_mgrs	param_value_changed
T_Mgrs	control_from_website	mc	t_mgrs	control_from_website
T_Mgrs	comment	mc	t_mgrs	comment
T_Mgrs	M_TypeID	mc	t_mgrs	mgr_type_id
T_Mgrs	M_ParmValueChanged	mc	t_mgrs	param_value_changed
T_Mgrs	M_ControlFromWebsite	mc	t_mgrs	control_from_website
T_Mgrs	M_Comment	mc	t_mgrs	comment
T_MgrType_ParamType_Map	mgr_type_id	mc	t_mgr_type_param_type_map	mgr_type_id
T_MgrType_ParamType_Map	param_type_id	mc	t_mgr_type_param_type_map	param_type_id
T_MgrType_ParamType_Map	DefaultValue	mc	t_mgr_type_param_type_map	default_value
T_MgrType_ParamType_Map	Last_Affected	mc	t_mgr_type_param_type_map	last_affected
T_MgrType_ParamType_Map	Entered_By	mc	t_mgr_type_param_type_map	entered_by
T_MgrType_ParamType_Map	MgrTypeID	mc	t_mgr_type_param_type_map	mgr_type_id
T_MgrType_ParamType_Map	ParamTypeID	mc	t_mgr_type_param_type_map	param_type_id
T_MgrTypes	mgr_type_id	mc	t_mgr_types	mgr_type_id
T_MgrTypes	mgr_type_name	mc	t_mgr_types	mgr_type_name
T_MgrTypes	mgr_type_active	mc	t_mgr_types	mgr_type_active
T_MgrTypes	mt_typeid	mc	t_mgr_types	mgr_type_id
T_MgrTypes	mt_typename	mc	t_mgr_types	mgr_type_name
T_MgrTypes	mt_active	mc	t_mgr_types	mgr_type_active
T_OldManagers	M_ID	mc	t_old_managers	m_id
T_OldManagers	M_Name	mc	t_old_managers	m_name
T_OldManagers	mgr_type_id	mc	t_old_managers	mgr_type_id
T_OldManagers	param_value_changed	mc	t_old_managers	param_value_changed
T_OldManagers	control_from_website	mc	t_old_managers	control_from_website
T_OldManagers	comment	mc	t_old_managers	comment
T_OldManagers	M_TypeID	mc	t_old_managers	mgr_type_id
T_OldManagers	M_ParmValueChanged	mc	t_old_managers	param_value_changed
T_OldManagers	M_ControlFromWebsite	mc	t_old_managers	control_from_website
T_OldManagers	M_Comment	mc	t_old_managers	comment
T_ParamType	ParamID	mc	t_param_type	param_id
T_ParamType	ParamName	mc	t_param_type	param_name
T_ParamType	PicklistName	mc	t_param_type	picklist_name
T_ParamType	Comment	mc	t_param_type	comment
T_ParamValue	Entry_ID	mc	t_param_value	entry_id
T_ParamValue	TypeID	mc	t_param_value	type_id
T_ParamValue	Value	mc	t_param_value	value
T_ParamValue	MgrID	mc	t_param_value	mgr_id
T_ParamValue	Comment	mc	t_param_value	comment
T_ParamValue	Last_Affected	mc	t_param_value	last_affected
T_ParamValue	Entered_By	mc	t_param_value	entered_by
T_ParamValue_OldManagers	Entry_ID	mc	t_param_value_old_managers	entry_id
T_ParamValue_OldManagers	TypeID	mc	t_param_value_old_managers	type_id
T_ParamValue_OldManagers	Value	mc	t_param_value_old_managers	value
T_ParamValue_OldManagers	MgrID	mc	t_param_value_old_managers	mgr_id
T_ParamValue_OldManagers	Comment	mc	t_param_value_old_managers	comment
T_ParamValue_OldManagers	Last_Affected	mc	t_param_value_old_managers	last_affected
T_ParamValue_OldManagers	Entered_By	mc	t_param_value_old_managers	entered_by
T_SP_Authorization	ProcedureName	mc	t_sp_authorization	procedure_name
T_SP_Authorization	LoginName	mc	t_sp_authorization	login_name
T_SP_Authorization	HostName	mc	t_sp_authorization	host_name
T_Usage_Log	Entry_ID	mc	t_usage_log	entry_id
T_Usage_Log	Posted_By	mc	t_usage_log	posted_by
T_Usage_Log	Posting_time	mc	t_usage_log	posting_time
T_Usage_Log	Message	mc	t_usage_log	message
T_Usage_Log	Calling_User	mc	t_usage_log	calling_user
T_Usage_Log	Usage_Count	mc	t_usage_log	usage_count
T_Usage_Stats	Posted_By	mc	t_usage_stats	posted_by
T_Usage_Stats	Last_Posting_Time	mc	t_usage_stats	last_posting_time
T_Usage_Stats	Usage_Count	mc	t_usage_stats	usage_count
